admin@boson:~# echo 1 > /sys/kernel/debug/tracing/events/enable
admin@boson:~# echo 1 > /sys/kernel/debug/tracing/tracing_on
admin@boson:~# 
admin@boson:~# ./fbomb
** 49677 printk messages dropped ** [ 1741.711577] f_booste-2073    1....... 1740852747us : sys_exit: NR 186 = 2073
[ 1741.711593] f_booste-2073    1....1.. 1740852748us : sys_gettid -> 0x819
[ 1741.711610] f_booste-2073    1....... 1740852751us : sys_enter: NR 230 (1, 0, 7fd1a6021f30, 0, 0, 0)
[ 1741.711629] f_booste-2073    1....1.. 1740852752us : sys_clock_nanosleep(which_clock: 1, flags: 0, rqtp: 7fd1a6021f30, rmtp: 0)
[ 1741.711647] f_booste-2073    1....... 1740852753us : hrtimer_init: hrtimer=ffffc90004f83e30 clockid=CLOCK_MONOTONIC mode=REL
[ 1741.711664] f_booste-2073    1d...1.. 1740852755us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.711680] f_booste-2073    1d...1.. 1740852756us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.711697] f_booste-2073    1d...1.. 1740852757us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.711717] f_booste-2073    1d...1.. 1740852759us : hrtimer_start: hrtimer=ffffc90004f83e30 function=hrtimer_wakeup expires=1740416051579 softexpires=1740416001579
[ 1741.711735] f_booste-2073    1d...1.. 1740852760us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.711751] f_booste-2073    1d...1.. 1740852761us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.711768] f_booste-2073    1d...1.. 1740852762us : write_msr: 6e0, value 22350352fbe
[ 1741.711784] f_booste-2073    1d...1.. 1740852763us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.711801] f_booste-2073    1d...1.. 1740852765us : rcu_utilization: Start context switch
[ 1741.711817] f_booste-2073    1d...1.. 1740852766us : rcu_utilization: End context switch
[ 1741.711833] f_booste-2073    1d...2.. 1740852767us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.711851] f_booste-2073    1d...2.. 1740852770us : sched_stat_runtime: comm=f_boosted pid=2073 runtime=40368 [ns] vruntime=26864210713 [ns]
[ 1741.711868] f_booste-2073    1d...2.. 1740852771us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.711885] f_booste-2073    1d...2.. 1740852773us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.711904] f_booste-2073    1d...2.. 1740852776us : sched_switch: prev_comm=f_boosted prev_pid=2073 prev_prio=120 prev_state=S ==> next_comm=f_waker next_pid=2070 next_prio=120
[ 1741.711921] f_booste-2073    1d...2.. 1740852777us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.711940] f_booste-2073    1d...2.. 1740852779us : x86_fpu_regs_deactivated: x86/fpu: ffff8800362ed2c0 fpregs_active: 0 fpstate_active: 1 xfeatures: f81e66000e0020 xcomp_bv: ffffffff81c62740
[ 1741.711959] f_booste-2073    1d...2.. 1740852780us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: 6765000074725f66 xcomp_bv: 79747465
[ 1741.711977] f_booste-2073    1d...2.. 1740852781us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: c32b00000078 xcomp_bv: 81802010106
[ 1741.711994] f_booste-2073    1d...2.. 1740852782us : write_msr: c0000100, value 7fd1a69fd700
[ 1741.735497] f_booste-2073    0dN..211 1740859103us : lock_release: ffff880031b654a8 &(lock)->wait_lock
[ 1741.735514] f_booste-2073    0dN..211 1740859104us : lock_acquire: ffff8800362e9cd8 &p->pi_lock
[ 1741.735532] f_waiter-2071    1d...111 1740859104us : lock_release: ffffc9000099a520 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.735550] f_booste-2073    0dN..211 1740859105us : sched_waking: comm=f_rt pid=2072 prio=92 target_cpu=001
[ 1741.735566] f_waiter-2071    1d...1.. 1740859106us : rcu_utilization: Start context switch
[ 1741.735583] f_booste-2073    0dN..311 1740859107us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.735599] f_waiter-2071    1d...1.. 1740859107us : rcu_utilization: End context switch
[ 1741.735616] f_waiter-2071    1d...2.. 1740859108us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.735634] f_booste-2073    0dN..311 1740859112us : sched_wakeup: comm=f_rt pid=2072 prio=92 target_cpu=001
[ 1741.735651] f_booste-2073    0dN..311 1740859114us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.735668] f_booste-2073    0dN..211 1740859115us : lock_release: ffff8800362e9cd8 &p->pi_lock
[ 1741.735684] f_booste-2073    0dN..111 1740859116us : rcu_utilization: Start context switch
[ 1741.735702] f_waiter-2071    1dn..2.. 1740859116us : sched_stat_runtime: comm=f_waiter pid=2071 runtime=81358 [ns] vruntime=26858719023 [ns]
[ 1741.735718] f_booste-2073    0dN..111 1740859118us : rcu_utilization: End context switch
[ 1741.735735] f_waiter-2071    1dn..2.. 1740859118us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.735752] f_booste-2073    0dN..211 1740859118us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.735769] f_waiter-2071    1dn..2.. 1740859120us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.735787] f_booste-2073    0dN..211 1740859121us : sched_stat_runtime: comm=f_boosted pid=2073 runtime=27765 [ns] vruntime=23735815528 [ns]
[ 1741.735805] f_booste-2073    0dN..211 1740859122us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.735824] f_waiter-2071    1d...2.. 1740859123us : sched_switch: prev_comm=f_waiter prev_pid=2071 prev_prio=120 prev_state=S ==> next_comm=f_rt next_pid=2072 next_prio=92
[ 1741.735841] f_booste-2073    0dN..211 1740859124us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.735858] f_waiter-2071    1d...2.. 1740859125us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.735877] f_waiter-2071    1d...2.. 1740859126us : x86_fpu_regs_deactivated: x86/fpu: ffff880035e36800 fpregs_active: 0 fpstate_active: 1 xfeatures: 5f5f282628262826 xcomp_bv: 61645f7865747566
[ 1741.735894] f_booste-2073    0d...211 1740859127us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.735913] f_waiter-2071    1d...2.. 1740859128us : x86_fpu_regs_activated: x86/fpu: ffff8800362ea840 fpregs_active: 1 fpstate_active: 1 xfeatures: a7eeffff006b xcomp_bv: 81700010107
[ 1741.735929] f_booste-2073    0....... 1740859128us : sys_exit: NR 202 = 0
[ 1741.735948] f_waiter-2071    1d...2.. 1740859128us : x86_fpu_regs_activated: x86/fpu: ffff8800362ea840 fpregs_active: 1 fpstate_active: 1 xfeatures: 636f6c2e5d695b73 xcomp_bv: e98e6461006b
[ 1741.735964] f_booste-2073    0....1.. 1740859129us : sys_futex -> 0x0
[ 1741.735981] f_waiter-2071    1d...2.. 1740859130us : write_msr: c0000100, value 7fd1a68fb700
[ 1741.735998]     f_rt-2072    1d...2.. 1740859131us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.736015]     f_rt-2072    1d...2.. 1740859132us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.736033] f_booste-2073    0....... 1740859133us : sys_enter: NR 203 (0, 80, 7fd1a6021e80, 0, 0, 0)
[ 1741.736051] f_booste-2073    0....1.. 1740859134us : sys_sched_setaffinity(pid: 0, len: 80, user_mask_ptr: 7fd1a6021e80)
[ 1741.736068]     f_rt-2072    1d..h1.. 1740859135us : reschedule_entry: vector=253
[ 1741.736085] f_booste-2073    0d...... 1740859135us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.736102]     f_rt-2072    1d..h1.. 1740859136us : reschedule_exit: vector=253
[ 1741.736118] f_booste-2073    0d...... 1740859137us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.736134] f_booste-2073    0d...... 1740859138us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.736151]     f_rt-2072    1d...1.. 1740859139us : lock_acquire: ffff880031b654a8 &(lock)->wait_lock
[ 1741.736168] f_booste-2073    0d...... 1740859139us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.736184] f_booste-2073    0d...... 1740859140us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.736201]     f_rt-2072    1d...2.. 1740859141us : lock_acquire: ffff8800362e9cd8 &p->pi_lock
[ 1741.736217] f_booste-2073    0d...... 1740859141us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.736234]     f_rt-2072    1d...2.. 1740859143us : lock_release: ffff8800362e9cd8 &p->pi_lock
[ 1741.736251] f_booste-2073    0d...1.. 1740859143us : lock_acquire: ffffffff81c6edd8 callback_lock
[ 1741.736267]     f_rt-2072    1d...1.. 1740859144us : lock_release: ffff880031b654a8 &(lock)->wait_lock
[ 1741.736284] f_booste-2073    0d...1.. 1740859144us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.736302]     f_rt-2072    1d...111 1740859145us : lock_acquire: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.736319] f_booste-2073    0d...1.. 1740859146us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.736335] f_booste-2073    0d...1.. 1740859147us : lock_release: ffffffff81c6edd8 callback_lock
[ 1741.736352]     f_rt-2072    1d...111 1740859147us : lock_release: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.736369] f_booste-2073    0d...1.. 1740859148us : lock_acquire: ffff8800362ec758 &p->pi_lock
[ 1741.736387]     f_rt-2072    1d....11 1740859148us : lock_acquire: ffffc90000994408 &futex_queues[i].lock
[ 1741.736403] f_booste-2073    0d...2.. 1740859149us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.736421]     f_rt-2072    1d...111 1740859149us : lock_acquire: ffff880031b654a8 &(lock)->wait_lock
[ 1741.736438]     f_rt-2072    1d...211 1740859150us : lock_acquire: ffff8800362e9cd8 &p->pi_lock
[ 1741.736455]     f_rt-2072    1d...211 1740859151us : lock_release: ffff8800362e9cd8 &p->pi_lock
[ 1741.736472]     f_rt-2072    1d...111 1740859152us : lock_release: ffff880031b654a8 &(lock)->wait_lock
[ 1741.736490] f_booste-2073    0d...2.. 1740859152us : sched_stat_runtime: comm=f_boosted pid=2073 runtime=31508 [ns] vruntime=23735847036 [ns]
[ 1741.736509]     f_rt-2072    1d....11 1740859153us : lock_release: ffffc90000994408 &futex_queues[i].lock
[ 1741.736527]     f_rt-2072    1d...111 1740859154us : lock_acquire: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.736544] f_booste-2073    0d...2.. 1740859154us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.736561]     f_rt-2072    1d...111 1740859156us : lock_release: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.736578] f_booste-2073    0d...2.. 1740859156us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.736595]     f_rt-2072    1....... 1740859158us : sys_exit: NR 202 = 0
[ 1741.736611]     f_rt-2072    1....1.. 1740859158us : sys_futex -> 0x0
[ 1741.736627] f_booste-2073    0d...2.. 1740859161us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.736644] f_booste-2073    0d...1.. 1740859162us : lock_release: ffff8800362ec758 &p->pi_lock
[ 1741.736662]     f_rt-2072    1....... 1740859162us : sys_enter: NR 186 (0, 0, 7fd1a61064c9, 0, 0, 6cc)
[ 1741.736678]     f_rt-2072    1....1.. 1740859163us : sys_gettid()
[ 1741.736695] f_booste-2073    0d...1.. 1740859164us : lock_acquire: ffff880038813580 &stopper->lock
[ 1741.736712]     f_rt-2072    1d...... 1740859164us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.736728] f_booste-2073    0d...2.. 1740859165us : lock_acquire: ffff880027394758 &p->pi_lock
[ 1741.736745]     f_rt-2072    1d...... 1740859166us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.736762] f_booste-2073    0d...2.. 1740859166us : sched_waking: comm=migration/0 pid=16 prio=0 target_cpu=000
[ 1741.736779]     f_rt-2072    1....... 1740859167us : sys_exit: NR 186 = 2072
[ 1741.736795]     f_rt-2072    1....1.. 1740859168us : sys_gettid -> 0x818
[ 1741.736812] f_booste-2073    0d...3.. 1740859168us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.736830]     f_rt-2072    1....... 1740859170us : sys_enter: NR 202 (55f32b7890c8, 87, 0, 0, 0, 0)
[ 1741.736850]     f_rt-2072    1....1.. 1740859171us : sys_futex(uaddr: 55f32b7890c8, op: 87, val: 0, utime: 0, uaddr2: 0, val3: 0)
[ 1741.736867] f_booste-2073    0dN..3.. 1740859171us : sched_wakeup: comm=migration/0 pid=16 prio=0 target_cpu=000
[ 1741.736884]     f_rt-2072    1d...... 1740859172us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.736900] f_booste-2073    0dN..3.. 1740859172us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.736917] f_booste-2073    0dN..2.. 1740859173us : lock_release: ffff880027394758 &p->pi_lock
[ 1741.736933]     f_rt-2072    1d...... 1740859173us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.736950] f_booste-2073    0dN..1.. 1740859174us : lock_release: ffff880038813580 &stopper->lock
[ 1741.736967]     f_rt-2072    1d...111 1740859175us : lock_acquire: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.736983] f_booste-2073    0dN..1.. 1740859176us : rcu_utilization: Start context switch
[ 1741.736999] f_booste-2073    0dN..1.. 1740859177us : rcu_utilization: End context switch
[ 1741.737017]     f_rt-2072    1d...111 1740859177us : lock_release: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.737033] f_booste-2073    0dN..2.. 1740859178us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.737051]     f_rt-2072    1d....11 1740859178us : lock_acquire: ffffc90000994408 &futex_queues[i].lock
[ 1741.737068]     f_rt-2072    1d....11 1740859179us : lock_release: ffffc90000994408 &futex_queues[i].lock
[ 1741.737086] f_booste-2073    0dN..2.. 1740859180us : sched_stat_runtime: comm=f_boosted pid=2073 runtime=11246 [ns] vruntime=23735858282 [ns]
[ 1741.737103]     f_rt-2072    1d...111 1740859180us : lock_acquire: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.737120] f_booste-2073    0dN..2.. 1740859181us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.737138]     f_rt-2072    1d...111 1740859182us : lock_release: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.737154] f_booste-2073    0dN..2.. 1740859183us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.737171]     f_rt-2072    1....... 1740859183us : sys_exit: NR 202 = 0
[ 1741.737187]     f_rt-2072    1....1.. 1740859184us : sys_futex -> 0x0
[ 1741.737206] f_booste-2073    0d...2.. 1740859185us : sched_switch: prev_comm=f_boosted prev_pid=2073 prev_prio=120 prev_state=R+ ==> next_comm=migration/0 next_pid=16 next_prio=0
[ 1741.737223] f_booste-2073    0d...2.. 1740859186us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.737241]     f_rt-2072    1....... 1740859186us : sys_enter: NR 202 (55f32b7890e4, 80, 2a7e8, 0, 2a7ea, 55f32b7890e0)
[ 1741.737261]     f_rt-2072    1....1.. 1740859187us : sys_futex(uaddr: 55f32b7890e4, op: 80, val: 2a7e8, utime: 0, uaddr2: 2a7ea, val3: 55f32b7890e0)
[ 1741.737280] f_booste-2073    0d...2.. 1740859188us : x86_fpu_regs_deactivated: x86/fpu: ffff8800362ed2c0 fpregs_active: 0 fpstate_active: 1 xfeatures: 201000100000819 xcomp_bv: 9701
[ 1741.737298] migratio-16      0d...2.. 1740859189us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.737315]     f_rt-2072    1d...111 1740859189us : lock_acquire: ffffc9000099a520 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.737332] migratio-16      0d...2.. 1740859190us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.737349]     f_rt-2072    1d...111 1740859191us : lock_release: ffffc9000099a520 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.737366] migratio-16      0d...2.. 1740859192us : lock_acquire: ffff880038813580 &stopper->lock
[ 1741.737383]     f_rt-2072    1d....11 1740859192us : lock_acquire: ffffc9000099a588 &futex_queues[i].lock
[ 1741.737400] migratio-16      0d...2.. 1740859193us : lock_release: ffff880038813580 &stopper->lock
[ 1741.737417]     f_rt-2072    1d....11 1740859194us : lock_release: ffffc9000099a588 &futex_queues[i].lock
[ 1741.737434] migratio-16      0d...1.. 1740859194us : lock_acquire: ffff880038813580 &stopper->lock
[ 1741.737452]     f_rt-2072    1d...111 1740859195us : lock_acquire: ffffc9000099a520 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.737468] migratio-16      0d...1.. 1740859195us : lock_release: ffff880038813580 &stopper->lock
[ 1741.737486]     f_rt-2072    1d...111 1740859196us : lock_release: ffffc9000099a520 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.737503] migratio-16      0d...2.. 1740859196us : lock_acquire: ffff8800362ec758 &p->pi_lock
[ 1741.737519] migratio-16      0d...3.. 1740859197us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.737536]     f_rt-2072    1d...1.. 1740859198us : rcu_utilization: Start context switch
[ 1741.737552]     f_rt-2072    1d...1.. 1740859199us : rcu_utilization: End context switch
[ 1741.737568]     f_rt-2072    1d...2.. 1740859200us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.737586] migratio-16      0d...3.. 1740859201us : sched_migrate_task: comm=f_boosted pid=2073 prio=120 orig_cpu=0 dest_cpu=1
[ 1741.737603] migratio-16      0d...3.. 1740859202us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.737620]     f_rt-2072    1d...2.. 1740859203us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.737637] migratio-16      0d...3.. 1740859203us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.737653]     f_rt-2072    1d...2.. 1740859205us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.737673]     f_rt-2072    1d...2.. 1740859211us : sched_switch: prev_comm=f_rt prev_pid=2072 prev_prio=92 prev_state=S ==> next_comm=ksoftirqd/1 next_pid=22 next_prio=120
[ 1741.737689]     f_rt-2072    1d...2.. 1740859212us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.737708]     f_rt-2072    1d...2.. 1740859214us : x86_fpu_regs_deactivated: x86/fpu: ffff8800362ea840 fpregs_active: 0 fpstate_active: 1 xfeatures: 81901000129 xcomp_bv: e000000000000
[ 1741.737725] ksoftirq-22      1d...2.. 1740859215us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.737742] ksoftirq-22      1d...2.. 1740859217us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.737762] migratio-16      0d...3.. 1740859219us : sched_stat_runtime: comm=ksoftirqd/1 pid=22 runtime=16339 [ns] vruntime=26858654004 [ns]
[ 1741.737779] migratio-16      0d...3.. 1740859220us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.737800] ksoftirq-22      1d...111 1740859221us : lock_acquire: ffff88003890f880 &(&(&(*({ do { const void *__vpp_verify = (typeof((&(local_softirq_locks[i])) + 0))((void *)0); (void)__vpp_verify; } while (0); ({ unsigned long __ptr; __asm__ ("" : "=r"(__ptr) : "0"((typeof(*((&(local_softirq_locks[i])))) *)((&(local_softirq_locks[i]))))); (typeof((typeof(*((&(local_softirq_locks[i])))) *)((&(local_softirq_locks[i]))))) (__ptr + (((__per_cpu_offset[(__cpu)])))); }); })).lock)->lock)->wait_lock
[ 1741.737817] migratio-16      0d...3.. 1740859222us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.737839] ksoftirq-22      1d...111 1740859224us : lock_release: ffff88003890f880 &(&(&(*({ do { const void *__vpp_verify = (typeof((&(local_softirq_locks[i])) + 0))((void *)0); (void)__vpp_verify; } while (0); ({ unsigned long __ptr; __asm__ ("" : "=r"(__ptr) : "0"((typeof(*((&(local_softirq_locks[i])))) *)((&(local_softirq_locks[i]))))); (typeof((typeof(*((&(local_softirq_locks[i])))) *)((&(local_softirq_locks[i]))))) (__ptr + (((__per_cpu_offset[(__cpu)])))); }); })).lock)->lock)->wait_lock
[ 1741.737855] migratio-16      0d...3.. 1740859225us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.737872] ksoftirq-22      1d....11 1740859226us : lock_acquire: ffff88003890f8e8 &per_cpu(local_softirq_locks[i], __cpu).lock
[ 1741.737889] migratio-16      0d...2.. 1740859226us : lock_release: ffff8800362ec758 &p->pi_lock
[ 1741.737906] migratio-16      0d...2.. 1740859227us : lock_acquire: ffffc90004f83e10 &x->wait
[ 1741.737923] ksoftirq-22      1.....11 1740859228us : softirq_entry: vec=7 [action=SCHED]
[ 1741.737939] migratio-16      0d...2.. 1740859229us : lock_release: ffffc90004f83e10 &x->wait
[ 1741.737956] ksoftirq-22      1d...111 1740859229us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.737973] migratio-16      0d...1.. 1740859230us : lock_acquire: ffff880038813580 &stopper->lock
[ 1741.737990] migratio-16      0d...1.. 1740859231us : lock_release: ffff880038813580 &stopper->lock
[ 1741.738007] migratio-16      0d...2.. 1740859232us : lock_acquire: ffff880038813580 &stopper->lock
[ 1741.738024] ksoftirq-22      1d...111 1740859232us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.738040] migratio-16      0d...2.. 1740859233us : lock_release: ffff880038813580 &stopper->lock
[ 1741.738057] ksoftirq-22      1d....11 1740859233us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.738073] migratio-16      0d...1.. 1740859234us : rcu_utilization: Start context switch
[ 1741.738089] migratio-16      0d...1.. 1740859235us : rcu_utilization: End context switch
[ 1741.738106] ksoftirq-22      1d....11 1740859236us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.738123] migratio-16      0d...2.. 1740859236us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.738140] ksoftirq-22      1.....11 1740859237us : softirq_exit: vec=7 [action=SCHED]
[ 1741.738157] ksoftirq-22      1d....11 1740859238us : lock_release: ffff88003890f8e8 &per_cpu(local_softirq_locks[i], __cpu).lock
[ 1741.738173] migratio-16      0d...2.. 1740859239us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.738195] ksoftirq-22      1d...111 1740859240us : lock_acquire: ffff88003890f880 &(&(&(*({ do { const void *__vpp_verify = (typeof((&(local_softirq_locks[i])) + 0))((void *)0); (void)__vpp_verify; } while (0); ({ unsigned long __ptr; __asm__ ("" : "=r"(__ptr) : "0"((typeof(*((&(local_softirq_locks[i])))) *)((&(local_softirq_locks[i]))))); (typeof((typeof(*((&(local_softirq_locks[i])))) *)((&(local_softirq_locks[i]))))) (__ptr + (((__per_cpu_offset[(__cpu)])))); }); })).lock)->lock)->wait_lock
[ 1741.738211] migratio-16      0d...2.. 1740859240us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.738233] ksoftirq-22      1d...111 1740859242us : lock_release: ffff88003890f880 &(&(&(*({ do { const void *__vpp_verify = (typeof((&(local_softirq_locks[i])) + 0))((void *)0); (void)__vpp_verify; } while (0); ({ unsigned long __ptr; __asm__ ("" : "=r"(__ptr) : "0"((typeof(*((&(local_softirq_locks[i])))) *)((&(local_softirq_locks[i]))))); (typeof((typeof(*((&(local_softirq_locks[i])))) *)((&(local_softirq_locks[i]))))) (__ptr + (((__per_cpu_offset[(__cpu)])))); }); })).lock)->lock)->wait_lock
[ 1741.738249] migratio-16      0d...2.. 1740859243us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.738266] migratio-16      0d...1.. 1740859244us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.738282] ksoftirq-22      1d...1.. 1740859245us : rcu_utilization: Start context switch
[ 1741.738298] ksoftirq-22      1d...1.. 1740859246us : rcu_utilization: End context switch
[ 1741.738315] ksoftirq-22      1d...2.. 1740859247us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.738331] migratio-16      0d...2.. 1740859248us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.738349] ksoftirq-22      1d...2.. 1740859250us : sched_stat_runtime: comm=ksoftirqd/1 pid=22 runtime=31208 [ns] vruntime=26858685212 [ns]
[ 1741.738366] ksoftirq-22      1d...2.. 1740859251us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.738383] ksoftirq-22      1d...2.. 1740859253us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.738402] ksoftirq-22      1d...2.. 1740859257us : sched_switch: prev_comm=ksoftirqd/1 prev_pid=22 prev_prio=120 prev_state=S ==> next_comm=f_boosted next_pid=2073 next_prio=120
[ 1741.738419] ksoftirq-22      1d...2.. 1740859259us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.738438] ksoftirq-22      1d...2.. 1740859261us : x86_fpu_regs_activated: x86/fpu: ffff8800362ed2c0 fpregs_active: 1 fpstate_active: 1 xfeatures: c000000000000 xcomp_bv: c002000000800
[ 1741.738455] ksoftirq-22      1d...2.. 1740859262us : write_msr: c0000100, value 7fd1a6022700
[ 1741.738471] f_booste-2073    1d...2.. 1740859264us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.738488] f_booste-2073    1d...2.. 1740859265us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.738505] f_booste-2073    1d...1.. 1740859267us : lock_acquire: ffffc90004f83e10 &x->wait
[ 1741.738521] migratio-16      0d...2.. 1740859268us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.738538] f_booste-2073    1d...1.. 1740859269us : lock_release: ffffc90004f83e10 &x->wait
[ 1741.738554] migratio-16      0d...1.. 1740859270us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.738571] f_booste-2073    1d...1.. 1740859270us : lock_acquire: ffffffff81c6edd8 callback_lock
[ 1741.738588] migratio-16      0d...2.. 1740859271us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.738605] f_booste-2073    1d...1.. 1740859271us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.738622] migratio-16      0d...2.. 1740859272us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.738638] f_booste-2073    1d...1.. 1740859273us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.738655] migratio-16      0d...2.. 1740859274us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.738671] f_booste-2073    1d...1.. 1740859274us : lock_release: ffffffff81c6edd8 callback_lock
[ 1741.738688] migratio-16      0d...2.. 1740859275us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.738705] f_booste-2073    1....... 1740859276us : sys_exit: NR 203 = 0
[ 1741.738721] migratio-16      0d...2.. 1740859276us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.738737] f_booste-2073    1....1.. 1740859276us : sys_sched_setaffinity -> 0x0
[ 1741.738757] migratio-16      0d...2.. 1740859278us : sched_switch: prev_comm=migration/0 prev_pid=16 prev_prio=0 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
[ 1741.738773] migratio-16      0d...2.. 1740859279us : lock_release: ffff8800388179d8 &rq->lock
